Algo,Energy,Damp,y,γ,γfact,D,N,Assignments
rAP,0.48316323755456403,0.7,10.0,1.0,1.05,2,1000,0.736
AP,3.242037619180495,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.6457451313863515,0.7,10.0,1.0,1.05,2,1000,0.901
AP,7.678323603412649,0.7,-1.0,-1.0,-1.0,2,1000,0.992
rAP,3.329604150370296,0.7,10.0,1.0,1.05,2,1000,0.999
AP,1.1503900645734584,0.7,-1.0,-1.0,-1.0,2,1000,0.997
rAP,2.3229809925177096,0.7,10.0,1.0,1.05,2,1000,0.998
AP,7.595341128383076,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,3.6982872673061724,0.7,10.0,1.0,1.05,2,1000,0.998
AP,3.459204545878103,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4856233019700954,0.7,10.0,1.0,1.05,2,1000,0.604
AP,0.5041392308547094,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,0.48425588416395304,0.7,10.0,1.0,1.05,2,1000,0.594
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.5128343795743674,0.7,10.0,1.0,1.05,2,1000,0.998
AP,0.48724348585458077,0.7,-1.0,-1.0,-1.0,2,1000,0.906
rAP,0.4819818144000962,0.7,10.0,1.0,1.05,2,1000,0.949
AP,4.183071150751832,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4791866785858834,0.7,10.0,1.0,1.05,2,1000,0.947
AP,2.97401302602671,0.7,-1.0,-1.0,-1.0,2,1000,0.984
rAP,0.47770270876316245,0.7,10.0,1.0,1.05,2,1000,0.863
AP,0.4804219982955994,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,0.4813432903439318,0.7,10.0,1.0,1.05,2,1000,0.8260000000000001
AP,1.2205228156352417,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,6.613151237163567,0.7,10.0,1.0,1.05,2,1000,0.992
AP,1.303867239431107,0.7,-1.0,-1.0,-1.0,2,1000,0.987
rAP,3.2431716835085136,0.7,10.0,1.0,1.05,2,1000,0.999
AP,4.366461948656244,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5081603528947647,0.7,10.0,1.0,1.05,2,1000,0.998
AP,3.051819967614446,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4758498412107336,0.7,10.0,1.0,1.05,2,1000,0.976
AP,1.717699510039437,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.48094980207569593,0.7,10.0,1.0,1.05,2,1000,0.785
AP,6.5700104820557845,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,1.485987104696735,0.7,10.0,1.0,1.05,2,1000,0.999
AP,2.670222604155335,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,2.540822597715386,0.7,10.0,1.0,1.05,2,1000,0.998
AP,4.603177187264708,0.7,-1.0,-1.0,-1.0,2,1000,0.985
rAP,0.4917300991931284,0.7,10.0,1.0,1.05,2,1000,0.922
AP,0.4885807295061666,0.7,-1.0,-1.0,-1.0,2,1000,0.866
rAP,0.4862712103897033,0.7,10.0,1.0,1.05,2,1000,0.927
AP,0.4800407413056431,0.7,-1.0,-1.0,-1.0,2,1000,0.993
rAP,0.5401190308566197,0.7,10.0,1.0,1.05,2,1000,0.998
AP,0.48199308837269056,0.7,-1.0,-1.0,-1.0,2,1000,0.781
rAP,0.4844345582223232,0.7,10.0,1.0,1.05,2,1000,0.842
AP,0.579823733851565,0.7,-1.0,-1.0,-1.0,2,1000,0.874
rAP,0.4819570066013743,0.7,10.0,1.0,1.05,2,1000,0.88
AP,0.49761038956625087,0.7,-1.0,-1.0,-1.0,2,1000,0.918
rAP,0.4925709426908059,0.7,10.0,1.0,1.05,2,1000,1.0
AP,6.984006248481663,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4708391824784508,0.7,10.0,1.0,1.05,2,1000,0.718
AP,5.306956741812588,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.49989119154182443,0.7,10.0,1.0,1.05,2,1000,0.892
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.5040094724583376,0.7,10.0,1.0,1.05,2,1000,0.841
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7262039599569335,0.7,10.0,0.1,1.1,2,200,0.945
AP,0.7370640103854885,0.7,-1.0,-1.0,-1.0,2,200,0.91
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7262039599569335,0.7,-1.0,-1.0,-1.0,2,200,0.945
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7377148523073517,0.7,10.0,0.1,1.1,2,200,0.925
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7377148523073517,0.7,10.0,0.1,1.1,2,200,0.925
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7257522109762418,0.7,10.0,0.1,1.1,2,200,0.925
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7552029059282329,0.7,10.0,0.1,1.1,2,200,0.925
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7249838429990486,0.7,-1.0,-1.0,-1.0,2,200,0.935
rAP,0.744631465218159,0.7,10.0,0.1,1.1,2,200,0.91
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.744631465218159,0.7,10.0,0.1,1.1,2,200,0.91
AP,0.7544686620104564,0.7,-1.0,-1.0,-1.0,2,200,0.9
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7544686620104564,0.7,-1.0,-1.0,-1.0,2,200,0.9
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7544686620104564,0.7,10.0,0.1,1.1,2,200,0.9
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7374947256927562,0.7,-1.0,-1.0,-1.0,2,200,0.91
rAP,0.7544686620104564,0.7,10.0,0.1,1.1,2,200,0.9
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7544686620104564,0.7,10.0,0.1,1.1,2,200,0.9
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7594052766900761,0.7,10.0,0.1,1.1,2,200,0.945
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7622783253927843,0.7,10.0,0.1,1.05,2,200,0.89
AP,0.7622783253927843,0.7,-1.0,-1.0,-1.0,2,200,0.89
rAP,1.2623143266478964,0.7,10.0,0.1,1.05,2,200,0.965
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.05,2,200,0.895
AP,0.7248221619302336,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7292449724157579,0.7,10.0,0.1,1.05,2,200,0.925
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7533926602559292,0.7,10.0,0.1,1.05,2,200,0.895
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7622783253927843,0.7,10.0,0.1,1.05,2,200,0.89
AP,0.7374947256927562,0.7,-1.0,-1.0,-1.0,2,200,0.91
rAP,0.7533926602559292,0.7,10.0,0.1,1.05,2,200,0.895
AP,0.7394310772734589,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.05,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.05,2,200,0.895
AP,0.7248221619302336,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.05,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7371282147659557,0.7,10.0,0.1,1.05,2,200,0.925
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7404203512429575,0.7,10.0,0.1,1.05,2,200,0.9299999999999999
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7296132814546415,0.7,10.0,0.1,1.05,2,200,0.9299999999999999
AP,0.7254953507933822,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.731542525378744,0.7,10.0,0.1,1.05,2,200,0.93
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7368776301926176,0.7,10.0,0.1,1.05,2,200,0.94
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7544686620104564,0.7,10.0,0.1,1.05,2,200,0.9
AP,0.7371282147659557,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7544686620104564,0.7,10.0,0.1,1.05,2,200,0.9
AP,0.7262039599569335,0.7,-1.0,-1.0,-1.0,2,200,0.945
rAP,0.7296132814546415,0.7,10.0,0.1,1.05,2,200,0.9299999999999999
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7533926602559292,0.7,10.0,0.1,1.05,2,200,0.895
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7262039599569335,0.7,10.0,0.1,1.05,2,200,0.945
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.05,2,200,0.895
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7296132814546415,0.7,10.0,0.1,1.05,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.05,2,200,0.895
AP,0.7622783253927843,0.7,-1.0,-1.0,-1.0,2,200,0.89
rAP,0.7296132814546415,0.7,10.0,0.1,1.05,2,200,0.9299999999999999
AP,0.7321710790704499,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7296132814546415,0.7,10.0,0.1,1.05,2,200,0.9299999999999999
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7321710790704499,0.7,10.0,0.5,1.05,2,200,0.93
AP,0.7374947256927562,0.7,-1.0,-1.0,-1.0,2,200,0.91
rAP,0.731542525378744,0.7,10.0,0.5,1.05,2,200,0.93
AP,0.7232609232446646,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7533926602559292,0.7,10.0,0.5,1.05,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7232609232446646,0.7,10.0,0.5,1.05,2,200,0.93
AP,0.7370640103854885,0.7,-1.0,-1.0,-1.0,2,200,0.91
rAP,0.7380794293744559,0.7,10.0,0.5,1.05,2,200,0.925
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7368776301926176,0.7,10.0,0.5,1.05,2,200,0.94
AP,0.7622783253927843,0.7,-1.0,-1.0,-1.0,2,200,0.89
rAP,0.7299566237072788,0.7,10.0,0.5,1.05,2,200,0.935
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.5,1.05,2,200,0.895
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7262039599569335,0.7,10.0,0.5,1.05,2,200,0.945
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7292449724157579,0.7,10.0,0.5,1.05,2,200,0.925
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7359126484230886,0.7,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7622783253927843,0.7,-1.0,-1.0,-1.0,2,200,0.89
rAP,0.7533926602559292,0.7,10.0,0.5,1.05,2,200,0.895
AP,0.7370640103854885,0.7,-1.0,-1.0,-1.0,2,200,0.91
rAP,0.731542525378744,0.7,10.0,0.5,1.05,2,200,0.93
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.5,1.05,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7370640103854885,0.7,10.0,0.5,1.05,2,200,0.91
AP,0.7248221619302336,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.731542525378744,0.7,10.0,0.5,1.05,2,200,0.93
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.5,1.05,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.7,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7533926602559292,0.7,10.0,0.5,1.05,2,200,0.895
AP,0.7544686620104564,0.7,-1.0,-1.0,-1.0,2,200,0.9
rAP,0.7544686620104564,0.7,10.0,0.5,1.05,2,200,0.9
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7359126484230886,0.7,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7443299901934275,0.7,10.0,0.5,1.05,2,200,0.925
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7370640103854885,0.7,10.0,0.5,1.05,2,200,0.91
AP,0.7371282147659557,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7533926602559292,0.7,10.0,0.5,1.05,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.731542525378744,0.7,10.0,0.5,1.05,2,200,0.93
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7533926602559292,0.7,10.0,1.0,1.05,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7533926602559292,0.7,10.0,1.0,1.05,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.744631465218159,0.7,10.0,1.0,1.05,2,200,0.91
AP,0.7394310772734589,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7296132814546415,0.7,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7296132814546415,0.7,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7292449724157579,0.7,10.0,1.0,1.05,2,200,0.925
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7296132814546415,0.7,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7248221619302336,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.7,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7533926602559292,0.7,10.0,1.0,1.05,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7611517354202759,0.7,10.0,1.0,1.05,2,200,0.925
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.731542525378744,0.7,10.0,1.0,1.05,2,200,0.93
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.731542525378744,0.7,10.0,1.0,1.05,2,200,0.93
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.731542525378744,0.7,10.0,1.0,1.05,2,200,0.93
AP,0.7622783253927843,0.7,-1.0,-1.0,-1.0,2,200,0.89
rAP,0.7292449724157579,0.7,10.0,1.0,1.05,2,200,0.925
AP,0.7249838429990486,0.7,-1.0,-1.0,-1.0,2,200,0.935
rAP,0.7292449724157579,0.7,10.0,1.0,1.05,2,200,0.925
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.721331679320562,0.7,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7296132814546415,0.7,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7622783253927843,0.7,10.0,1.0,1.05,2,200,0.89
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7622783253927843,0.7,10.0,1.0,1.05,2,200,0.89
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7533926602559292,0.7,10.0,1.0,1.05,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7296132814546415,0.7,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7232609232446646,0.7,10.0,1.0,1.05,2,200,0.93
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7533926602559292,0.7,10.0,1.0,1.05,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7296132814546415,0.7,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7533926602559292,0.7,10.0,1.0,1.05,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7374947256927562,0.7,10.0,0.1,1.1,2,200,0.91
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7622783253927843,0.7,10.0,0.1,1.1,2,200,0.89
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7579058127800703,0.7,-1.0,-1.0,-1.0,2,200,0.9
rAP,0.7579058127800703,0.7,10.0,0.1,1.1,2,200,0.9
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7359126484230886,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7400810379809564,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7544686620104564,0.7,-1.0,-1.0,-1.0,2,200,0.9
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7292449724157579,0.7,10.0,0.1,1.1,2,200,0.925
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.8030715025031188,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.8030715025031188,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7292449724157579,0.7,10.0,0.1,1.1,2,200,0.925
AP,0.7544686620104564,0.7,-1.0,-1.0,-1.0,2,200,0.9
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7371282147659557,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7359126484230886,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7292449724157579,0.7,10.0,0.1,1.1,2,200,0.925
AP,0.7544686620104564,0.7,-1.0,-1.0,-1.0,2,200,0.9
rAP,0.7292449724157579,0.7,10.0,0.1,1.1,2,200,0.925
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7368776301926176,0.7,-1.0,-1.0,-1.0,2,200,0.94
rAP,0.7251692974106859,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7544686620104564,0.7,10.0,0.1,1.1,2,200,0.9
AP,0.7264952263298775,0.7,-1.0,-1.0,-1.0,2,200,0.94
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7264952263298775,0.7,10.0,0.1,1.1,2,200,0.94
AP,0.7368776301926176,0.7,-1.0,-1.0,-1.0,2,200,0.94
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7254953507933822,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7249838429990486,0.7,10.0,0.1,1.1,2,200,0.935
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7254953507933822,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7388866475142877,0.7,10.0,0.1,1.1,2,200,0.92
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.731542525378744,0.7,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7296132814546415,0.7,10.0,0.1,1.1,2,200,0.9299999999999999
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
AP,0.7374947256927562,0.7,-1.0,-1.0,-1.0,2,200,0.91
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7374947256927562,0.7,-1.0,-1.0,-1.0,2,200,0.91
rAP,0.7544686620104564,0.7,10.0,0.1,1.1,2,200,0.9
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.731542525378744,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7292449724157579,0.7,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7544686620104564,0.7,10.0,0.1,1.1,2,200,0.9
AP,0.7533926602559292,0.7,-1.0,-1.0,-1.0,2,200,0.895
rAP,0.73785668067535,0.7,10.0,0.1,1.1,2,200,0.93
AP,0.7296132814546415,0.7,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7533926602559292,0.7,10.0,0.1,1.1,2,200,0.895
