Algo,Energy,Damp,y,γ,γfact,D,N,Assignments
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,0.5,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,0.5,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7358286563299068,0.8,10.0,0.5,1.05,2,220,0.9727272727272728
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,0.5,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,0.5,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,0.5,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,0.5,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.5,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,1.0,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7358286563299068,0.8,10.0,1.0,1.05,2,220,0.9727272727272728
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7358286563299068,0.8,10.0,1.0,1.05,2,220,0.9727272727272728
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,1.0,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,1.0,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7358286563299068,0.8,10.0,1.0,1.05,2,220,0.9727272727272728
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,1.0,1.05,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,1.0,1.05,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
